course_title,url,site,star_rating
Trading de Forex: Tu guía completa para empezar como un profesional,https://www.udemy.com/forex-trading-your-complete-guide-to-get-started-like-a-pro/,Udemy,3
Trading de acciones algorítmico con Python: ¡automatiza tus operaciones!,https://www.udemy.com/algorithmic-stock-trading-bootcamp-automate-your-trading/,Udemy,3
El robot de Forex: ROI increíble (robot incluido),https://www.udemy.com/the-forex-robot-1000-annual-profit-robot-included/,Udemy,1
"El curso completo de Bitcoin: Consigue 0,001 Bitcoin en tu billetera",https://www.udemy.com/bitcoin-for-beginners/,Udemy,3
Dominando el trading de opciones de alta probabilidad de Iron Condor,https://www.udemy.com/mastering-high-probability-iron-condor-options-trading/,Udemy,2
El curso corto completo sobre Ethereum,https://www.udemy.com/ethereum1/,Udemy,3
Negociación de opciones sobre acciones: una herramienta eficaz para el éxito financiero,https://www.udemy.com/trading-stock-options-ii-simplified-strategies-for-success/,Udemy,3
Operaciones de Forex de la A a la Z: con ejemplos EN VIVO,https://www.udemy.com/forex-trading/,Udemy,1
"Introducción a las finanzas, contabilidad, modelado y valoración",https://www.udemy.com/introduction-to-accounting-finance-modeling-valuation-by-chris-haroun/,Udemy,2
De principiante a profesional en Excel: Modelado financiero y valoración,https://www.udemy.com/beginner-to-pro-in-excel-financial-modeling-and-valuation/,Udemy,3
Curso completo de banca de inversión 2017,https://www.udemy.com/the-complete-investment-banking-course-2016/,Udemy,3
Curso completo de analista financiero 2017,https://www.udemy.com/the-complete-financial-analyst-course/,Udemy,3
Python para finanzas: Fundamentos de inversión y análisis de datos,https://www.udemy.com/python-for-finance-investment-fundamentals-data-analytics/,Udemy,3
Modelado financiero para startups y pequeñas empresas,https://www.udemy.com/financial-modeling-for-startups-small-businesses/,Udemy,1
Trading de opciones: cómo ganar con opciones semanales,https://www.udemy.com/work-from-home-setup-your-own-options-trading-business/,Udemy,3
Trading Algorítmico Negro: Crea tu Robot de Trading,https://www.udemy.com/build-your-trading-robot/,Udemy,2
Contabilidad y análisis de estados financieros: formación completa,https://www.udemy.com/accounting-fsa-a-solid-foundation-for-a-career-in-finance/,Udemy,2
Trading de criptomonedas: Guía completa para operar con altcoins,https://www.udemy.com/cryptocurrency-trading/,Udemy,2
Robots de Forex: ¡Espere ganar un 175% anual! ¡Robot de Forex incluido!,https://www.udemy.com/backtesting/,Udemy,1
Trading en tres pasos - Trading en vivo - Cuenta real,https://www.udemy.com/three-steps-trading-live-trading-real-account/,Udemy,2
Negociación de opciones para principiantes: comprenda las opciones a fondo,https://www.udemy.com/complete-course-introduction-to-option-trading/,Udemy,2
Cómo aprendí a operar en bolsa (y cómo tú también puedes),https://www.udemy.com/best-stock-traders/,Udemy,1
Aprenda a operar para obtener ganancias: encuentre y opere con acciones ganadoras,https://www.udemy.com/trading-stocks-successfully-introduction-to-stock-trading/,Udemy,3
Operando dentro de las barras: Domine un patrón fácil para tener éxito,https://www.udemy.com/trading-inside-bars-find-setups-today-make-money-tomorrow/,Udemy,1
Cuatro fundamentos de la planificación financiera,https://www.udemy.com/four-fundamentals-of-financial-planning/,Udemy,1
Trading de opciones: Curso de spreads de calendario para todos los operadores,https://www.udemy.com/options-trading-calendar-spread-course-for-every-trader/,Udemy,2
Inversión en dividendos: Construya su cartera para un futuro mejor,https://www.udemy.com/dividend-investing/,Udemy,1
Aprenda contabilidad. Entienda los negocios.,https://www.udemy.com/learn-accounting-understand-business/,Udemy,3
Cómo ganar consistentemente operando con acciones en 30 días o menos,https://www.udemy.com/winningstocktrades/,Udemy,1
Guía para principiantes sobre la API de futuros de Quantopian,https://www.udemy.com/quantopian-futures/,Udemy,3
Cómo comprar opciones baratas: modelo de precios de negociación de opciones,https://www.udemy.com/options-black-scholes-model/,Udemy,3
Curso intensivo de Excel: Domine Excel para el análisis financiero,https://www.udemy.com/excel-crash-course-master-excel-for-financial-analysis/,Udemy,3
"Guía completa sobre mercados financieros, inversión y trading",https://www.udemy.com/financial-markets-a-to-z-for-beginners/,Udemy,2
Ninja del trading de acciones: un sistema completo para el éxito en el trading,https://www.udemy.com/stock-trading-ninja-learn-how-to-make-money-trading-stocks/,Udemy,3
Carreras en fondos de cobertura y mutuos: la guía completa,https://www.udemy.com/hedge-fund-mutual-fund-careers-the-complete-guide-how-to-pick-stocks/,Udemy,1
Trading algorítmico en Forex: ¡crea tu primer robot de Forex!,https://www.udemy.com/learn-mql4/,Udemy,2
El Bootcamp de Modelado de Potencia: Excel avanzado en 10 días,https://www.udemy.com/the-power-modeling-bootcamp-advanced-excel-in-10-days/,Udemy,4
Fundamentos del trading de opciones (paquete de 3 cursos),https://www.udemy.com/learn-options-trading-courses/,Udemy,2
Cómo ganar el 97% de sus operaciones con opciones,https://www.udemy.com/how-to-win-97-percent-of-your-trades/,Udemy,1
Cómo obtener retornos consistentes al operar con opciones,https://www.udemy.com/how-i-make-15-per-month-trading-options/,Udemy,1
"Estrategias de Forex: Kelly Criterion, Larry Williams ¡y más!",https://www.udemy.com/money-management/,Udemy,3
"Elite Trend Trader: Aprende a operar con acciones, opciones y divisas",https://www.udemy.com/elite-trend-trader-how-to-make-a-fortune-trading-the-trend/,Udemy,1
Introducción al comercio de opciones: Comercio intradía de opciones sobre acciones,https://www.udemy.com/how-to-trade-stock-options-level-1-start-day-trading/,Udemy,1
El sistema de estrategia de trading de opciones casi perfecto: único,https://www.udemy.com/the-almost-perfect-options-trading-strategy-system-unique/,Udemy,3
Trading de Forex: aprenda a operar en Forex como los bancos,https://www.udemy.com/forex-trading-learn-the-same-strategies-used-by-banks/,Udemy,2
Aprenda a operar con ganancias: Cómo operar con velas japonesas,https://www.udemy.com/introduction-to-japanese-candlesticks/,Udemy,3
El spread de relación frontal más potente para operar con opciones,https://www.udemy.com/the-most-powerful-options-spread-trading-front-ratio-spread/,Udemy,1
¿Qué trabajo en finanzas es para ti? Explicación de 14 roles financieros,https://www.udemy.com/what-finance-job-is-for-you-explanation-of-14-financial-analyst-roles/,Udemy,2
El plan para operar con éxito en bolsa,https://www.udemy.com/stock-market-millionaire-blueprint/,Udemy,1
Trading para principiantes - Nivel intermedio,https://www.udemy.com/trading-for-beginners-tier-2/,Udemy,3
¡Empiece a operar con acciones utilizando el análisis técnico!,https://www.udemy.com/professional-stock-trader/,Udemy,1
Aprenda a crear una incubadora de fondos de cobertura: paso a paso,https://www.udemy.com/hedge-fund-startup/,Udemy,1
VPS para operar en Forex: proteja sus robots de Forex,https://www.udemy.com/forex-vps/,Udemy,1
Introducción a la contabilidad: el lenguaje de los negocios,https://www.udemy.com/learnaccountingforfree/,Udemy,2
Excel básico para contabilidad y teneduría de libros básica,https://www.udemy.com/basic-excel-for-basic-bookkeeping/,Udemy,2
"Usando ""Los griegos para entender las opciones""",https://www.udemy.com/options-greeks/,Udemy,1
Opciones de trading para obtener rendimientos consistentes: spreads de calendario,https://www.udemy.com/trading-options-for-consistent-returns-calendar-spreads/,Udemy,2
Cómo crear tu presupuesto personal,https://www.udemy.com/personal-budget/,Udemy,1
El curso completo de inversión en valor: un enfoque probado,https://www.udemy.com/value-investing-essential-guide-to-picking-stocks/,Udemy,3
Operaciones de FOREX con acción del precio,https://www.udemy.com/forex-trading-system/,Udemy,1
Futuros Emini ES: Negociación avanzada de opciones no direccionales,https://www.udemy.com/emini-es-futures-advanced-non-directional-options-trading/,Udemy,3
Operaciones de Forex: Análisis fundamental avanzado,https://www.udemy.com/forex-trading-advanced-fundamental-analysis/,Udemy,1
¿Cómo invertir con un capital pequeño en acciones?,https://www.udemy.com/howtoinvest5k/,Udemy,2
Aprenda a operar con éxito en bolsa: en 5 sencillos pasos,https://www.udemy.com/learn-how-to-successfully-trade-stocks-in-5-simple-steps/,Udemy,1
Forex MetaTrader 4: Domina MT4 como un profesional,https://www.udemy.com/metatrader4/,Udemy,2
Conceptos de negociación de opciones intermedias para acciones y opciones,https://www.udemy.com/intermediate-options-trading-concepts-for-stocks-and-options-traders/,Udemy,3
Trading de opciones 101: Conceptos básicos,https://www.udemy.com/options-trading-101-the-basics/,Udemy,2
Descripción general de la aplicación de Cuentas Prácticas,https://www.udemy.com/practical-accounts-app-overview/,Udemy,1
Ganancias de Bitcoin para principiantes,https://www.udemy.com/bitcoin-profits-for-beginners/,Udemy,2
Club de Traders de Tendencias: Cómo encontrar y operar con tendencias de rápido movimiento,https://www.udemy.com/how-to-find-and-trade-profitable-fast-moving-trends/,Udemy,3
Fundamentos de los estados financieros,https://www.udemy.com/financial-statements-basics/,Udemy,1
Negociación de acciones de alto rendimiento utilizando técnicas clave de opciones,https://www.udemy.com/high-performance-stock-trading-using-options-trading-techniques/,Udemy,3
Introducción al análisis de estados financieros,https://www.udemy.com/introduction-to-financial-statement-analysis/,Udemy,1
Fundamentos de economía (nivel universitario),https://www.udemy.com/economics-for-accounting-and-finance-professionals/,Udemy,1
Inversión en el mercado de valores para principiantes,https://www.udemy.com/the-beginners-guide-to-the-stock-market/,Udemy,2
Contabilidad para principiantes: aprenda los conceptos básicos en menos de una hora,https://www.udemy.com/accounting-for-beginners-how-to-do-accounting-super-easily/,Udemy,3
Trading de opciones straddle: ganancias en cualquier dirección del mercado,https://www.udemy.com/straddle-options-trading-profit-in-any-market-direction/,Udemy,3
Fundamentos del trading de Forex,https://www.udemy.com/fundamentals-of-forex-trading/,Udemy,2
"Opciones binarias: Estrategias de trading, 90% de precisión y señales",https://www.udemy.com/learn-trading-binary-options-from-scratch-and-3-strategies/,Udemy,3
Inversión en sitios web 101: compra y venta de negocios en línea,https://www.udemy.com/cash-flow-website-investing-buy-sell-online-businesses-digital-assets/,Udemy,2
Descripción general automatizada de contabilidad práctica y contabilidad,https://www.udemy.com/practical-accounts-bookkeeping-automated-overview/,Udemy,2
Cuenta real - Sistema de negociación de ETF - Cómo aprovechar el mercado de valores,https://www.udemy.com/cracked-wall-street-hacked-the-stock-market-top-secret/,Udemy,3
Apalancamiento en el mercado de valores: cómo empezar a operar con opciones de forma inteligente,https://www.udemy.com/stock-market-tips-how-to-successfully-trade-options/,Udemy,1
Fundamentos del mercado de valores,https://www.udemy.com/how-to-invest-in-the-stock-market-beginners/,Udemy,1
Curso intensivo sobre gestión del capital circulante,https://www.udemy.com/crash-course-on-working-capital-management/,Udemy,3
Contabilidad avanzada: un estudio completo para CA/CMA/CFA/CS,https://www.udemy.com/branch-accounts-a-complete-analysis/,Udemy,3
61% de ganancia en 1 mes: ¡Rompe tu paradigma en el trading de Forex!,https://www.udemy.com/61-profit-in-1-month-shattering-your-trading-paradigm/,Udemy,3
Cómo crear una rutina de Trading,https://www.udemy.com/how-to-create-a-trading-routine/,Udemy,2
"Secretos del trading de Forex | Robot MT4 (EA) integrado, sin necesidad de codificación",https://www.udemy.com/forex-trading-robot-forex-trading/,Udemy,2
Curso Forex SOS: Ajustes de trading y estrategia de Forex funcional,https://www.udemy.com/forex-sos-course/,Udemy,3
Introducción al modelado financiero,https://www.udemy.com/financial-modeling-asimplemodel/,Udemy,1
Aptitud cuantitativa para la banca y exámenes competitivos,https://www.udemy.com/quantitative-aptitude-for-competitive-examinations-part-i/,Udemy,1
Paquete de diferenciales de opciones y diferenciales de crédito,https://www.udemy.com/option-spreads-and-credit-spreads-bundle/,Udemy,3
Licenciatura en Contabilidad I (Examen ECO 02 IGNOU),https://www.udemy.com/accounts-from-incomplete-records/,Udemy,3
TRADING FOREX - Aprenda de forma rápida y rentable + soporte,https://www.udemy.com/forex-the-only-simple-trading-your-ever-need-bank-trading/,Udemy,2
Fundamentos de auditoría (nivel de curso profesional),https://www.udemy.com/basics-of-auditing/,Udemy,2
Enciclopedia de inversión en bolsa: Cómo invertir en acciones,https://www.udemy.com/stockmarket/,Udemy,3
Aprenda los conceptos básicos de la preparación de estados contables.,https://www.udemy.com/basics-of-financial-accounting/,Udemy,1
Ondas de Elliott: Trading en Forex con la teoría de las ondas de Elliott,https://www.udemy.com/forex-trading-with-the-elliot-wave-theory/,Udemy,2
Finanzas corporativas: una breve introducción,https://www.udemy.com/finance-a-brief-introduction-and-basics-finance-101/,Udemy,1
Funciones de Excel para analizar y visualizar datos,https://www.udemy.com/basic-excel-functions-to-analyze-large-data/,Udemy,2
Elaboración de estados financieros en Excel,https://www.udemy.com/guide-to-building-financial-statements/,Udemy,2
Precios de Transferencia: Un Análisis Completo,https://www.udemy.com/transfer-pricing-a-complete-analysis/,Udemy,3
Contabilidad: Consiga trabajo sin experiencia laboral,https://www.udemy.com/accounting-get-hired-without-work-experience/,Udemy,3
Trading de Forex para principiantes: Fundamentos,https://www.udemy.com/complete-forex-trading-for-beginners-in-1-course-basics/,Udemy,3
Trucos básicos de contabilidad,https://www.udemy.com/basic-bookkeeping/,Udemy,2
Curso completo de planificación de trading para acciones y divisas (10 horas),https://www.udemy.com/killer-trading-plan-6-year-old-can-invest-10-hours-stocks-forex-etf/,Udemy,3
Operaciones de Forex con riesgo fijo mediante el comercio de opciones,https://www.udemy.com/forexoptions/,Udemy,3
"Introducción a la banca de inversión, fusiones y adquisiciones, IPO, modelado + libro gratuito",https://www.udemy.com/investment-banking-mergers-ipo-financial-model-business-mba-pro-forma/,Udemy,1
Cómo elegir las acciones de centavo adecuadas para invertir en 2017,https://www.udemy.com/how-to-make-5000month-trading-penny-stocks/,Udemy,1
Las 10 mejores ideas para operar en el mercado de valores,https://www.udemy.com/top-10-trading-ideas-in-the-equities-market/,Udemy,1
Introducción al modelado financiero,https://www.udemy.com/intro-to-financial-modeling/,Udemy,1
Shark Accounting: ¡Construyendo un negocio con cifras!,https://www.udemy.com/shark-accounting/,Udemy,1
Operaciones de Forex ¡REALICE SU PRIMERA OPERACIÓN HOY!,https://www.udemy.com/trade-forex/,Udemy,1
Contabilidad en 60 minutos: una breve introducción,https://www.udemy.com/accounting-in-60-minutes-a-brief-introduction/,Udemy,1
SAP FICO para principiantes: una guía para las cuentas financieras de SAP,https://www.udemy.com/sap-fico-for-sap-beginners/,Udemy,2
Aprenda a duplicar su cuenta de trading de Forex en una sola operación,https://www.udemy.com/learn-how-to-double-your-forex-trading-account-in-one-trade/,Udemy,2
"Superpoderes contables: ¡Aprenda contabilidad, comprenda negocios!",https://www.udemy.com/accounting-basics-for-success-in-business-and-in-life/,Udemy,3
Trading algorítmico con Python: Trading de divisas con Oanda,https://www.udemy.com/python-algo-trading-fx-trading-with-oanda/,Udemy,3
Ahorre en sus impuestos,https://www.udemy.com/save-on-your-taxes/,Udemy,1
Conceptos básicos del modelo financiero: Construya un modelo de principio a fin,https://www.udemy.com/financial-model-basics-build-a-model-from-start-to-finish/,Udemy,1
Negociación de opciones para principiantes: la estrategia de opciones de compra cubiertas,https://www.udemy.com/option-trading-for-rookies-investing-the-profitable-way/,Udemy,2
EFT para el éxito en el trading de opciones sobre acciones y la realización de mejores operaciones,https://www.udemy.com/eft-for-stock-option-trading-success/,Udemy,2
Aprenda a operar en el mercado de valores sin perder sus ganancias,https://www.udemy.com/learn-to-trade-the-stock-market-without-blowing-your-profits/,Udemy,3
Obtenga una publicación de reparación de crédito en Amazon y viva la VIDA.,https://www.udemy.com/get-a-credit-repair-publication-on-amazon-and-live-life/,Udemy,1
Fundamentos de contabilidad,https://www.udemy.com/fundamentals-of-accounting/,Udemy,2
"RSI, trading de opciones y análisis técnico (paquete de 3 cursos)",https://www.udemy.com/charting-rsi-options-stock-trading-for-beginners-newtechnical-analysis/,Udemy,2
Fundamentos de los fondos mutuos para los exámenes CA/CMA/CS/CFA,https://www.udemy.com/basics-of-mutual-funds-for-ca-cma-cs-cfa-exams/,Udemy,1
Contabilidad 101: Cómo leer un balance contable,https://www.udemy.com/financial-statements-101-how-to-read-a-balance-sheet/,Udemy,2
Mentalidad para el éxito en el day trading con opciones sobre acciones,https://www.udemy.com/stock-options-day-trading-success-mindset/,Udemy,2
Introducción a la contabilidad y teneduría de libros,https://www.udemy.com/introduction-to-bookkeeping-and-accounting/,Udemy,1
Aprenda a operar con las noticias,https://www.udemy.com/learn-to-trade-the-news/,Udemy,3
"Inversión en valor, impartida por seis superinversores",https://www.udemy.com/investing-stars/,Udemy,1
Trading para todos - El Curso del Inversor Independiente I,https://www.udemy.com/trading-for-everyone-the-independent-investor-course/,Udemy,2
Adquirir: Aprenda del director de adquisiciones de eBay,https://www.udemy.com/entrepreneurship-buy-and-sell-your-startup-or-business/,Udemy,1
Inversión en bolsa: Contabilidad práctica,https://www.udemy.com/stock-market-investment-practical-accounting/,Udemy,2
Cómo eliminar el riesgo de las acciones de centavo: Negociación de opciones,https://www.udemy.com/best-penny-stock-options-to-buy-hot-stocks-put-call-stock-options/,Udemy,3
Fundamentos de contabilidad en 66 minutos (para principiantes),https://www.udemy.com/accounting-through-visual-presentation/,Udemy,3
"Contabilidad fiscal: un tema difícil, fácil de entender",https://www.udemy.com/taxaccounting/,Udemy,2
Análisis de los estados financieros de la empresa,https://www.udemy.com/analysis-of-company-financial-statements/,Udemy,1
Operar en Forex como un banco: paso a paso con ejemplos reales,https://www.udemy.com/forex-trading-like-banks-step-by-step-with-live-examples/,Udemy,1
¡Fundamentos de la inversión!,https://www.udemy.com/investment-basics-lets-invest-series/,Udemy,1
Gestión financiera bancaria: un estudio exhaustivo,https://www.udemy.com/bank-financial-management-a-comprehensive-study/,Udemy,3
Aprenda a operar en Forex y acciones: desde principiantes hasta avanzados,https://www.udemy.com/tradeforex/,Udemy,2
Paquete de maestría en análisis técnico y lectura de gráficos,https://www.udemy.com/master-technical-analysis-and-chart-reading-skills-bundle/,Udemy,1
"Negociación de opciones de venta desnudas, opciones de compra cubiertas y opciones de compra cubiertas de tipo de interés pobre",https://www.udemy.com/naked-put-options-trade-covered-call-poor-man-covered-call/,Udemy,3
La guía definitiva para invertir en dividendos y su crecimiento,https://www.udemy.com/investing-learn-how-to-build-a-dividend-portfolio-step-by-step/,Udemy,1
Gráficos para principiantes 101: Análisis técnico desmitificado,https://www.udemy.com/charting-for-beginners-101/,Udemy,2
Construir un modelo de valoración de DCF,https://www.udemy.com/build-a-dcf-valuation-model/,Udemy,1
Contabilidad financiera introductoria,https://www.udemy.com/introductory-financial-accounting/,Udemy,3
Introducción a las criptomonedas y blockchain,https://www.udemy.com/introduction-to-cryptocurrencies/,Udemy,1
Estrategia de velas de retroceso para operar: generar pips consistentes,https://www.udemy.com/make-consistent-profit-using-pullback-candlestick-strategy/,Udemy,3
Fundamentos de las normas contables (nivel profesional),https://www.udemy.com/basics-of-accounting-standards/,Udemy,2
Utilice el sistema de trading de Forex Magic Multiple Moving Average,https://www.udemy.com/the-magic-multiple-moving-average-forex-trading-system/,Udemy,2
Capacitación de QuickBooks 2015 para principiantes,https://www.udemy.com/free-training-quickbooks-2015/,Udemy,2
PSICOLOGÍA DEL TRADING: Dominio de la mentalidad del trading,https://www.udemy.com/trading-psychology-trading-mindset-mastery/,Udemy,2
Comercio de opciones: ¡Cómo ajustar los estrangulamientos delta-neutrales!,https://www.udemy.com/option-trading-selling-strangles/,Udemy,1
Estrategia rentable para operar con opciones binarias,https://www.udemy.com/binaryoptions/,Udemy,3
Estrategia fiscal: planificación financiera para principiantes,https://www.udemy.com/taxsavingstrategy/,Udemy,2
Contabilidad 2 simplificada para usted,https://www.udemy.com/accounting-2-simplified-for-you/,Udemy,2
Modelado de financiación de proyectos (para profesionales),https://www.udemy.com/project-funding-modelling/,Udemy,3
Invertir: Cómo superé constantemente al mercado de valores,https://www.udemy.com/beat-the-stock-market/,Udemy,1
Conceptos básicos de contabilidad: comprenda los fundamentos,https://www.udemy.com/bookkeeping-basics/,Udemy,2
Arrendamiento: Un estudio exhaustivo (Nivel de curso profesional),https://www.udemy.com/leasing-a-comprehensive-study/,Udemy,2
Negociación de opciones para obtener rendimientos consistentes: Fundamentos de las opciones,https://www.udemy.com/trading-options-for-income/,Udemy,3
Trading con indicadores híbridos líderes de TechniTrader,https://www.udemy.com/leading-hybrid-indicator-trading/,Udemy,2
Modelado financiero: Construya un modelo de valoración de capital mediante flujo de caja descontado (DCF),https://www.udemy.com/guide-to-do-a-step-by-step-discounted-cash-flow-valuation/,Udemy,3
CryptoArbitrager: Robot de trading de Bitcoin (sin minería),https://www.udemy.com/cryptoarbitrager-trade-bitcoin-vs-litecoin-with-arbitrage-robot/,Udemy,2
La contabilidad es fácil (para principiantes),https://www.udemy.com/fundamentals-of-accountancy/,Udemy,3
Sistema de negociación de opciones semanales no direccionales: ETF y Emini,https://www.udemy.com/etf-stock-options-non-directional-weekly-trading-system/,Udemy,3
El curso completo de trading de posición: Trading de posición en acciones,https://www.udemy.com/position-trading-course/,Udemy,3
Master Iron Condors: el doble de crédito por la mitad de riesgo,https://www.udemy.com/iron-condor-options-trading-strategy/,Udemy,1
Conceptos básicos de la inversión en fondos mutuos,https://www.udemy.com/mutualfundinvesting/,Udemy,1
Un enfoque de inversión en valor para el mercado de valores,https://www.udemy.com/start-investing-the-right-way/,Udemy,1
¡Aprenda a INVERTIR para obtener grandes ganancias o triunfar en el trading!,https://www.udemy.com/learn-how-to-invest-for-huge-profits-or-make-9k-day-trading/,Udemy,3
"Cómo financiar tu idea millonaria: capital, deuda y financiación no financiada",https://www.udemy.com/how-to-fund-your-million-dollar-idea-equity-debt-unfund/,Udemy,3
Dominando los gráficos de velas: Trading de alta probabilidad,https://www.udemy.com/mastering-candlestick-charting/,Udemy,2
Curso de Opciones Binarias - Nivel 2,https://www.udemy.com/binary-options-course-level-2/,Udemy,3
Análisis técnico de acciones con R,https://www.udemy.com/stock-technical-analysis-with-r/,Udemy,1
"Conozca el índice VIX (también conocido como ""El índice del miedo"")",https://www.udemy.com/vix-index/,Udemy,1
Aplicar conceptos financieros para una gestión inteligente de proyectos,https://www.udemy.com/apply-finance-concepts-for-smart-project-management/,Udemy,1
Introducción al comercio de futuros y demostración de operaciones en vivo,https://www.udemy.com/introduction-to-futures-trading-and-live-trading-futures/,Udemy,1
Crowdfunding para ganar,https://www.udemy.com/crowdfunding-to-win/,Udemy,1
Programa integral de dominio del Forex,https://www.udemy.com/forex-mastery/,Udemy,1
Preparación de Estados Financieros Consolidados (Básico),https://www.udemy.com/preparation-of-consolidated-financial-statements-basic/,Udemy,1
Tenga éxito en los bonos incluso si no sabe por dónde empezar,https://www.udemy.com/succeed-in-bonds-even-if-you-dont-know-where-to-start/,Udemy,1
Aprenda a operar para obtener ganancias: Las diez reglas de trading más rentables,https://www.udemy.com/trading-stocks-successfully-ten-rules-of-successful-trading/,Udemy,3
¡Ten éxito en la lotería incluso si no sabes por dónde empezar!,https://www.udemy.com/succeed-in-lotto-even-if-you-dont-know-where-to-start/,Udemy,1
CFA Finanzas Corporativas Nivel 2,https://www.udemy.com/advanced-capital-budgeting-techniques/,Udemy,2
Pin Bars: La señal de trading de Forex más potente,https://www.udemy.com/make-money-in-forex-using-pin-bars/,Udemy,2
Operaciones con opciones sobre acciones mediante Interactive Brokers,https://www.udemy.com/stock-options-trades-using-interactive-brokers/,Udemy,3
Introducción a las opciones: estrategias para obtener ganancias consistentes,https://www.udemy.com/introduction-to-options-start-trading-now/,Udemy,2
Riesgo en las transacciones de Forex: para los exámenes CA/CS/CFA,https://www.udemy.com/forex-risks/,Udemy,1
Fundamentos de estadística empresarial (nivel universitario),https://www.udemy.com/statistics-for-accounting-and-finance-professionals/,Udemy,3
"¡Operando con patrones de precios estacionales en acciones, futuros y Forex!",https://www.udemy.com/trading-seasonal-price-patterns-in-stocks-futures-forex/,Udemy,1
Interpretación de estados financieros,https://www.udemy.com/financialstatements/,Udemy,1
Introducción a la contabilidad,https://www.udemy.com/introduction-to-bookkeeping/,Udemy,1
CIRUGÍA DEL SPREAD DE CRÉDITO - Dominio de las opciones call bajistas y put alcistas,https://www.udemy.com/advanced-credit-spreads/,Udemy,1
Banca de inversión: Cómo conseguir trabajo en Wall Street,https://www.udemy.com/how-to-land-a-job-on-wall-street/,Udemy,1
Aprenda a invertir en fondos indexados y ETF en 7 sencillos pasos,https://www.udemy.com/invest-in-index-funds-and-etfs-in-7-easy-steps/,Udemy,1
Modelado financiero: Construya un modelo de valoración de múltiplos,https://www.udemy.com/how-to-do-a-multiples-based-valuation-of-a-company/,Udemy,1
